samples,mini_batches,train_loss,lr
13669,865,0.026,0.001
13685,866,0.0122,0.001
13701,867,0.0207,0.001
13717,868,0.0127,0.001
13733,869,0.0354,0.001
13746,870,0.0029,0.001
13762,871,0.0181,0.001
13778,872,0.0164,0.001
13794,873,0.0202,0.001
13810,874,0.0112,0.001
13826,875,0.0118,0.001
13842,876,0.0146,0.001
13858,877,0.0311,0.001
13874,878,0.0361,0.001
13890,879,0.0142,0.001
13906,880,0.0074,0.001
13922,881,0.0227,0.001
13938,882,0.0086,0.001
13954,883,0.0273,0.001
13970,884,0.0346,0.001
13983,885,0.0288,0.001
13999,886,0.0131,0.001
14015,887,0.004,0.001
14031,888,0.0125,0.001
14047,889,0.0081,0.001
14063,890,0.0146,0.001
14079,891,0.019,0.001
14095,892,0.0289,0.001
14111,893,0.0352,0.001
14127,894,0.0147,0.001
14143,895,0.0147,0.001
14159,896,0.0138,0.001
14175,897,0.0223,0.001
14191,898,0.0273,0.001
14207,899,0.0241,0.001
14220,900,0.0243,0.001
14236,901,0.0111,0.001
14252,902,0.0151,0.001
14268,903,0.0174,0.001
14284,904,0.0155,0.001
14300,905,0.0094,0.001
14316,906,0.0124,0.001
14332,907,0.0317,0.001
14348,908,0.039,0.001
14364,909,0.014,0.001
14380,910,0.0183,0.001
14396,911,0.0213,0.001
14412,912,0.008,0.001
14428,913,0.0127,0.001
14444,914,0.0253,0.001
14457,915,0.017,0.001
14473,916,0.0178,0.001
14489,917,0.0307,0.001
14505,918,0.0201,0.001
14521,919,0.0151,0.001
14537,920,0.0173,0.001
14553,921,0.0245,0.001
14569,922,0.0113,0.001
14585,923,0.0066,0.001
14601,924,0.0099,0.001
14617,925,0.0285,0.001
14633,926,0.023,0.001
14649,927,0.0137,0.001
14665,928,0.0057,0.001
14681,929,0.009,0.001
14694,930,0.0158,0.001
14710,931,0.0092,0.001
14726,932,0.0155,0.001
14742,933,0.0101,0.001
14758,934,0.0116,0.001
14774,935,0.016,0.001
14790,936,0.0235,0.001
14806,937,0.0119,0.001
14822,938,0.0172,0.001
14838,939,0.0212,0.001
14854,940,0.0207,0.001
14870,941,0.0154,0.001
14886,942,0.0151,0.001
14902,943,0.0201,0.001
14918,944,0.0127,0.001
14931,945,0.0068,0.001
14947,946,0.0273,0.001
14963,947,0.0056,0.001
14979,948,0.008,0.001
14995,949,0.0068,0.001
15011,950,0.0149,0.001
15027,951,0.0176,0.001
15043,952,0.0125,0.001
15059,953,0.0127,0.001
15075,954,0.0096,0.001
15091,955,0.0248,0.001
15107,956,0.0263,0.001
15123,957,0.0123,0.001
15139,958,0.0104,0.001
15155,959,0.0125,0.001
15168,960,0.0089,0.001
15184,961,0.0167,0.001
15200,962,0.0181,0.001
15216,963,0.0049,0.001
15232,964,0.0031,0.001
15248,965,0.0177,0.001
15264,966,0.0162,0.001
15280,967,0.0093,0.001
15296,968,0.0054,0.001
15312,969,0.0165,0.001
15328,970,0.0238,0.001
15344,971,0.0136,0.001
15360,972,0.0179,0.001
15376,973,0.0115,0.001
15392,974,0.0097,0.001
15405,975,0.013,0.001
15421,976,0.0185,0.001
15437,977,0.0175,0.001
15453,978,0.0127,0.001
15469,979,0.0096,0.001
15485,980,0.012,0.001
15501,981,0.0133,0.001
15517,982,0.0184,0.001
15533,983,0.0081,0.001
15549,984,0.0036,0.001
15565,985,0.0118,0.001
15581,986,0.0153,0.001
15597,987,0.0148,0.001
15613,988,0.0066,0.001
15629,989,0.01,0.001
15642,990,0.0147,0.001
15658,991,0.0043,0.001
15674,992,0.0145,0.001
15690,993,0.0168,0.001
15706,994,0.0071,0.001
15722,995,0.0108,0.001
15738,996,0.0195,0.001
15754,997,0.0174,0.001
15770,998,0.0061,0.001
15786,999,0.0116,0.001
15802,1000,0.0107,0.001
15818,1001,0.0063,0.001
15834,1002,0.0111,0.001
15850,1003,0.0108,0.001
15866,1004,0.0076,0.001
