samples,mini_batches,train_loss,lr
7416,474,1.5445,0.001
7425,475,1.5745,0.001
7441,476,1.5311,0.001
7457,477,1.5442,0.001
7473,478,1.5876,0.001
7489,479,1.5304,0.001
7505,480,1.5659,0.001
7521,481,1.5635,0.001
7537,482,1.5609,0.001
7553,483,1.5847,0.001
7569,484,1.5742,0.001
7585,485,1.5353,0.001
7601,486,1.5937,0.001
7617,487,1.5334,0.001
7633,488,1.579,0.001
7649,489,1.5427,0.001
7665,490,1.5387,0.001
7681,491,1.5648,0.001
7697,492,1.5946,0.001
7713,493,1.5647,0.001
7722,494,1.5049,0.001
7738,495,1.5699,0.001
7754,496,1.526,0.001
7770,497,1.5845,0.001
7786,498,1.5535,0.001
7802,499,1.534,0.001
7818,500,1.4978,0.001
7834,501,1.5414,0.001
7850,502,1.5479,0.001
7866,503,1.5889,0.001
7882,504,1.5442,0.001
7898,505,1.574,0.001
7914,506,1.5643,0.001
7930,507,1.5528,0.001
7946,508,1.5513,0.001
7962,509,1.6091,0.001
7978,510,1.5377,0.001
7994,511,1.5579,0.001
8010,512,1.5582,0.001
8019,513,1.5629,0.001
8035,514,1.5791,0.001
8051,515,1.5239,0.001
8067,516,1.5813,0.001
8083,517,1.5586,0.001
8099,518,1.5951,0.001
8115,519,1.5297,0.001
8131,520,1.5341,0.001
8147,521,1.5751,0.001
8163,522,1.5501,0.001
8179,523,1.5501,0.001
8195,524,1.5027,0.001
8211,525,1.5583,0.001
8227,526,1.5252,0.001
8243,527,1.5454,0.001
8259,528,1.5513,0.001
8275,529,1.5295,0.001
8291,530,1.5937,0.001
8307,531,1.5741,0.001
8316,532,1.5178,0.001
8332,533,1.5377,0.001
8348,534,1.5417,0.001
8364,535,1.5623,0.001
8380,536,1.5349,0.001
8396,537,1.5504,0.001
8412,538,1.542,0.001
8428,539,1.5048,0.001
8444,540,1.5856,0.001
8460,541,1.5693,0.001
8476,542,1.5809,0.001
8492,543,1.5693,0.001
8508,544,1.5408,0.001
8524,545,1.5407,0.001
8540,546,1.5164,0.001
8556,547,1.54,0.001
8572,548,1.5383,0.001
8588,549,1.5474,0.001
8604,550,1.5848,0.001
8613,551,1.5336,0.001
8629,552,1.517,0.001
8645,553,1.5806,0.001
8661,554,1.4924,0.001
8677,555,1.5706,0.001
8693,556,1.5412,0.001
8709,557,1.5736,0.001
8725,558,1.5308,0.001
8741,559,1.5546,0.001
8757,560,1.5964,0.001
8773,561,1.5686,0.001
8789,562,1.473,0.001
8805,563,1.5422,0.001
8821,564,1.5397,0.001
8837,565,1.5807,0.001
8853,566,1.5332,0.001
8869,567,1.5198,0.001
8885,568,1.5692,0.001
8901,569,1.5549,0.001
8910,570,1.5126,0.001
8926,571,1.5521,0.001
8942,572,1.5644,0.001
8958,573,1.5352,0.001
8974,574,1.5058,0.001
8990,575,1.6252,0.001
9006,576,1.5203,0.001
9022,577,1.5391,0.001
9038,578,1.5283,0.001
9054,579,1.5268,0.001
9070,580,1.5558,0.001
9086,581,1.544,0.001
9102,582,1.5193,0.001
9118,583,1.5314,0.001
9134,584,1.5211,0.001
9150,585,1.5168,0.001
9166,586,1.527,0.001
9182,587,1.5762,0.001
9198,588,1.6021,0.001
9207,589,1.4892,0.001
9223,590,1.5229,0.001
9239,591,1.5427,0.001
9255,592,1.5225,0.001
9271,593,1.5228,0.001
9287,594,1.5519,0.001
9303,595,1.5374,0.001
9319,596,1.5554,0.001
9335,597,1.5514,0.001
9351,598,1.5277,0.001
9367,599,1.5569,0.001
9383,600,1.5492,0.001
9399,601,1.5441,0.001
9415,602,1.5129,0.001
9431,603,1.5499,0.001
9447,604,1.5561,0.001
9463,605,1.5573,0.001
9479,606,1.5316,0.001
9495,607,1.5261,0.001
9504,608,1.5097,0.001
9520,609,1.5327,0.001
9536,610,1.5457,0.001
9552,611,1.5407,0.001
9568,612,1.5518,0.001
9584,613,1.5394,0.001
9600,614,1.5284,0.001
9616,615,1.5622,0.001
9632,616,1.5593,0.001
9648,617,1.5253,0.001
9664,618,1.524,0.001
9680,619,1.5359,0.001
9696,620,1.5364,0.001
9712,621,1.5074,0.001
9728,622,1.5342,0.001
9744,623,1.5452,0.001
9760,624,1.5145,0.001
9776,625,1.5707,0.001
9792,626,1.5212,0.001
9801,627,1.4816,0.001
9817,628,1.5117,0.001
9833,629,1.5705,0.001
9849,630,1.5729,0.001
9865,631,1.5165,0.001
9881,632,1.5531,0.001
9897,633,1.5668,0.001
9913,634,1.494,0.001
9929,635,1.568,0.001
9945,636,1.4702,0.001
9961,637,1.4842,0.001
9977,638,1.5321,0.001
9993,639,1.5256,0.001
10009,640,1.5321,0.001
10025,641,1.5744,0.001
10041,642,1.5602,0.001
10057,643,1.5316,0.001
10073,644,1.5248,0.001
10089,645,1.5211,0.001
10098,646,1.4932,0.001
10114,647,1.5072,0.001
10130,648,1.5001,0.001
10146,649,1.5926,0.001
10162,650,1.5219,0.001
10178,651,1.4967,0.001
10194,652,1.5273,0.001
10210,653,1.5539,0.001
10226,654,1.4854,0.001
10242,655,1.4881,0.001
10258,656,1.5543,0.001
10274,657,1.5294,0.001
10290,658,1.5359,0.001
10306,659,1.5735,0.001
10322,660,1.4704,0.001
10338,661,1.5578,0.001
10354,662,1.518,0.001
10370,663,1.5109,0.001
10386,664,1.5865,0.001
10395,665,1.5666,0.001
10411,666,1.5504,0.001
10427,667,1.4911,0.001
10443,668,1.5481,0.001
10459,669,1.5382,0.001
10475,670,1.4925,0.001
10491,671,1.6128,0.001
10507,672,1.4521,0.001
10523,673,1.5605,0.001
10539,674,1.4969,0.001
10555,675,1.5571,0.001
10571,676,1.5217,0.001
10587,677,1.5192,0.001
10603,678,1.5347,0.001
10619,679,1.56,0.001
10635,680,1.4753,0.001
10651,681,1.5006,0.001
10667,682,1.5404,0.001
10683,683,1.5061,0.001
10692,684,1.5583,0.001
10708,685,1.4947,0.001
10724,686,1.5176,0.001
10740,687,1.497,0.001
10756,688,1.5873,0.001
10772,689,1.5315,0.001
10788,690,1.5456,0.001
10804,691,1.5381,0.001
10820,692,1.5444,0.001
10836,693,1.5019,0.001
10852,694,1.4915,0.001
10868,695,1.4307,0.001
10884,696,1.5324,0.001
10900,697,1.5076,0.001
10916,698,1.5838,0.001
10932,699,1.5517,0.001
10948,700,1.5571,0.001
10964,701,1.5346,0.001
10980,702,1.5035,0.001
10989,703,1.47,0.001
11005,704,1.5108,0.001
11021,705,1.5242,0.001
11037,706,1.489,0.001
11053,707,1.5188,0.001
11069,708,1.4727,0.001
11085,709,1.5314,0.001
11101,710,1.4861,0.001
11117,711,1.5135,0.001
11133,712,1.5698,0.001
11149,713,1.5419,0.001
11165,714,1.5954,0.001
11181,715,1.4996,0.001
11197,716,1.5324,0.001
11213,717,1.5149,0.001
11229,718,1.5195,0.001
11245,719,1.4916,0.001
11261,720,1.5512,0.001
11277,721,1.5355,0.001
11286,722,1.4629,0.001
11302,723,1.588,0.001
11318,724,1.5331,0.001
11334,725,1.5719,0.001
11350,726,1.5186,0.001
11366,727,1.5044,0.001
11382,728,1.5285,0.001
11398,729,1.4684,0.001
11414,730,1.5238,0.001
11430,731,1.4675,0.001
11446,732,1.492,0.001
11462,733,1.4944,0.001
11478,734,1.4599,0.001
11494,735,1.5451,0.001
11510,736,1.5448,0.001
11526,737,1.6054,0.001
11542,738,1.5254,0.001
11558,739,1.5058,0.001
11574,740,1.48,0.001
11583,741,1.4366,0.001
11599,742,1.4726,0.001
11615,743,1.5397,0.001
11631,744,1.4563,0.001
11647,745,1.4854,0.001
11663,746,1.502,0.001
11679,747,1.5522,0.001
11695,748,1.4907,0.001
11711,749,1.5798,0.001
11727,750,1.5629,0.001
11743,751,1.5187,0.001
11759,752,1.4832,0.001
11775,753,1.4667,0.001
11791,754,1.5537,0.001
11807,755,1.6044,0.001
11823,756,1.497,0.001
11839,757,1.4635,0.001
11855,758,1.5496,0.001
11871,759,1.4818,0.001
11880,760,1.508,0.001
11896,761,1.4925,0.001
11912,762,1.4544,0.001
11928,763,1.5315,0.001
11944,764,1.5545,0.001
11960,765,1.5017,0.001
11976,766,1.4895,0.001
11992,767,1.5109,0.001
12008,768,1.5099,0.001
12024,769,1.51,0.001
12040,770,1.5036,0.001
12056,771,1.4715,0.001
12072,772,1.5293,0.001
12088,773,1.4903,0.001
12104,774,1.5676,0.001
12120,775,1.5669,0.001
12136,776,1.5059,0.001
12152,777,1.534,0.001
12168,778,1.5132,0.001
12177,779,1.4525,0.001
12193,780,1.5033,0.001
12209,781,1.4763,0.001
12225,782,1.5854,0.001
12241,783,1.5487,0.001
12257,784,1.5568,0.001
12273,785,1.489,0.001
12289,786,1.4863,0.001
12305,787,1.4897,0.001
12321,788,1.6151,0.001
12337,789,1.4401,0.001
12353,790,1.5281,0.001
12369,791,1.4651,0.001
12385,792,1.4642,0.001
12401,793,1.4799,0.001
12417,794,1.5127,0.001
12433,795,1.5209,0.001
12449,796,1.426,0.001
12465,797,1.5578,0.001
12474,798,1.5188,0.001
12490,799,1.5397,0.001
12506,800,1.4914,0.001
12522,801,1.4971,0.001
12538,802,1.5579,0.001
12554,803,1.4912,0.001
12570,804,1.549,0.001
12586,805,1.5712,0.001
12602,806,1.5137,0.001
12618,807,1.4992,0.001
12634,808,1.4671,0.001
12650,809,1.4986,0.001
12666,810,1.5094,0.001
12682,811,1.4409,0.001
12698,812,1.5489,0.001
12714,813,1.5155,0.001
12730,814,1.5343,0.001
12746,815,1.5217,0.001
12762,816,1.421,0.001
12771,817,1.3837,0.001
12787,818,1.531,0.001
12803,819,1.5342,0.001
12819,820,1.5006,0.001
12835,821,1.4611,0.001
12851,822,1.5436,0.001
12867,823,1.5208,0.001
12883,824,1.4991,0.001
12899,825,1.5075,0.001
12915,826,1.4876,0.001
12931,827,1.4702,0.001
12947,828,1.5041,0.001
12963,829,1.5292,0.001
12979,830,1.3992,0.001
12995,831,1.4653,0.001
13011,832,1.5663,0.001
13027,833,1.5151,0.001
13043,834,1.5342,0.001
13059,835,1.4859,0.001
13068,836,1.4868,0.001
13084,837,1.5159,0.001
13100,838,1.5326,0.001
13116,839,1.4983,0.001
