samples,mini_batches,train_loss,lr
5495,344,0.7028,0.001
5511,345,0.5619,0.001
5527,346,0.7738,0.001
5543,347,0.5822,0.001
5559,348,0.565,0.001
5575,349,0.9254,0.001
5591,350,0.6701,0.001
5607,351,0.4068,0.001
5623,352,0.5829,0.001
5639,353,0.4528,0.001
5655,354,0.5711,0.001
5671,355,0.4713,0.001
5687,356,0.8174,0.001
5703,357,0.5219,0.001
5719,358,0.6837,0.001
5735,359,0.7366,0.001
5748,360,0.6053,0.001
5764,361,0.4933,0.001
5780,362,0.5203,0.001
5796,363,0.646,0.001
5812,364,0.4629,0.001
5828,365,0.6855,0.001
5844,366,0.506,0.001
5860,367,0.4635,0.001
5876,368,0.7893,0.001
5892,369,0.4667,0.001
5908,370,0.773,0.001
5924,371,0.4584,0.001
5940,372,0.4635,0.001
5956,373,0.5439,0.001
5972,374,0.5157,0.001
5988,375,0.5877,0.001
6004,376,0.3998,0.001
6020,377,0.3565,0.001
6036,378,0.7781,0.001
6052,379,0.4598,0.001
6068,380,0.6749,0.001
6084,381,0.4833,0.001
6100,382,0.6593,0.001
6116,383,0.5186,0.001
6132,384,0.4411,0.001
6148,385,0.3815,0.001
6164,386,0.6195,0.001
6180,387,0.5236,0.001
6196,388,0.5246,0.001
6212,389,0.5049,0.001
6228,390,0.564,0.001
6244,391,0.5207,0.001
6260,392,0.4467,0.001
6276,393,0.8085,0.001
6292,394,0.8017,0.001
6308,395,0.9938,0.001
6324,396,0.5642,0.001
6340,397,0.489,0.001
6356,398,0.6174,0.001
6372,399,0.5103,0.001
6388,400,0.4072,0.001
6404,401,0.3685,0.001
6420,402,0.3093,0.001
6436,403,0.4435,0.001
6452,404,0.4778,0.001
6468,405,0.4388,0.001
6484,406,0.3712,0.001
6500,407,0.411,0.001
6516,408,0.409,0.001
6532,409,0.5823,0.001
6548,410,0.5162,0.001
6564,411,0.595,0.001
6580,412,0.6675,0.001
6596,413,0.3343,0.001
6612,414,0.499,0.001
6628,415,0.6504,0.001
6644,416,0.7766,0.001
6660,417,0.4442,0.001
6676,418,0.6493,0.001
6692,419,0.3821,0.001
6708,420,0.3446,0.001
6724,421,0.3678,0.001
6740,422,0.4004,0.001
6756,423,0.4974,0.001
6772,424,0.4024,0.001
6788,425,0.3676,0.001
6804,426,0.3665,0.001
6820,427,0.6645,0.001
6836,428,0.4716,0.001
6852,429,0.4303,0.001
6868,430,0.501,0.001
6884,431,0.4109,0.001
6900,432,0.3258,0.001
6916,433,0.4291,0.001
6932,434,0.4905,0.001
6948,435,0.329,0.001
6964,436,0.5286,0.001
6980,437,0.6642,0.001
6996,438,0.4765,0.001
7012,439,0.4649,0.001
7028,440,0.5552,0.001
7044,441,0.4653,0.001
7060,442,0.4044,0.001
7076,443,0.3818,0.001
7092,444,0.6227,0.001
7108,445,0.3635,0.001
7124,446,0.651,0.001
7140,447,0.3702,0.001
7156,448,0.4237,0.001
7172,449,0.2863,0.001
7185,450,0.5612,0.001
7201,451,0.3891,0.001
7217,452,0.4664,0.001
7233,453,0.4104,0.001
7249,454,0.4783,0.001
7265,455,0.3543,0.001
7281,456,0.347,0.001
7297,457,0.3855,0.001
7313,458,0.9262,0.001
7329,459,0.3525,0.001
7345,460,0.5344,0.001
7361,461,0.3569,0.001
7377,462,0.297,0.001
7393,463,0.3217,0.001
7409,464,0.2583,0.001
7425,465,0.5387,0.001
7441,466,0.4216,0.001
7457,467,0.3778,0.001
7473,468,0.4105,0.001
7489,469,0.5246,0.001
7505,470,0.6859,0.001
7521,471,0.3604,0.001
7537,472,0.5153,0.001
7553,473,0.4904,0.001
7569,474,0.3357,0.001
7585,475,0.5215,0.001
7601,476,0.5925,0.001
7617,477,0.5979,0.001
7633,478,0.4666,0.001
7649,479,0.3619,0.001
7665,480,0.4567,0.001
7681,481,0.6732,0.001
7697,482,0.3467,0.001
7713,483,0.3794,0.001
7729,484,0.394,0.001
