samples,mini_batches,train_loss,lr
5129,328,0.6128,0.001
5145,329,0.7034,0.001
5161,330,0.5763,0.001
5177,331,0.6475,0.001
5193,332,0.576,0.001
5209,333,0.5362,0.001
5225,334,0.7191,0.001
5241,335,0.7338,0.001
5257,336,0.6939,0.001
5273,337,0.5714,0.001
5289,338,0.6078,0.001
5305,339,0.7418,0.001
5321,340,0.4142,0.001
5337,341,0.4444,0.001
5346,342,0.6916,0.001
5362,343,0.4719,0.001
5378,344,0.2965,0.001
5394,345,0.4848,0.001
5410,346,0.7965,0.001
5426,347,0.3763,0.001
5442,348,0.6134,0.001
5458,349,0.2204,0.001
5474,350,0.5782,0.001
5490,351,0.7753,0.001
5506,352,0.7026,0.001
5522,353,0.4967,0.001
5538,354,0.6788,0.001
5554,355,0.7693,0.001
5570,356,0.67,0.001
5586,357,0.7931,0.001
5602,358,0.4058,0.001
5618,359,0.4674,0.001
5634,360,0.5828,0.001
5643,361,0.542,0.001
5659,362,0.2957,0.001
5675,363,0.4601,0.001
5691,364,0.5639,0.001
5707,365,0.3297,0.001
5723,366,0.537,0.001
5739,367,0.576,0.001
5755,368,0.6305,0.001
5771,369,0.4857,0.001
5787,370,0.3237,0.001
5803,371,0.52,0.001
5819,372,0.462,0.001
5835,373,0.5067,0.001
5851,374,0.6345,0.001
5867,375,0.5641,0.001
5883,376,0.6141,0.001
5899,377,0.3616,0.001
5915,378,0.8926,0.001
5931,379,0.8874,0.001
5940,380,0.7419,0.001
5956,381,0.602,0.001
5972,382,0.79,0.001
5988,383,0.4424,0.001
6004,384,0.5218,0.001
6020,385,0.4895,0.001
6036,386,0.315,0.001
6052,387,0.5304,0.001
6068,388,0.4389,0.001
6084,389,0.407,0.001
6100,390,0.6512,0.001
6116,391,0.4679,0.001
6132,392,0.4087,0.001
6148,393,0.4769,0.001
6164,394,0.4591,0.001
6180,395,0.4297,0.001
6196,396,0.6452,0.001
6212,397,0.5799,0.001
6228,398,0.6096,0.001
6237,399,0.7362,0.001
6253,400,0.5733,0.001
6269,401,0.4487,0.001
6285,402,0.3422,0.001
6301,403,0.3773,0.001
6317,404,0.3569,0.001
6333,405,0.2431,0.001
6349,406,0.6265,0.001
6365,407,0.5951,0.001
